2, 9600, 18, 1, 1000, 0.533074, 0, 0.012609, 0.400338, 0.371274, -1
2, 9600, 18, 1, 1000, 0.41746, 0, 0.0108197, 0.406385, 0.240649, -1
2, 9600, 14, 1, 1000, 0.41448, 0, 0.00728942, 0.359996, 0.252598, -1
2, 9600, 16, 1, 1000, 0.580635, 0, 0.013025, 0.507997, 0.330104, -1
2, 9600, 19, 1, 1000, 0.547183, 0, 0.00980686, 0.44965, 0.351652, -1
2, 9600, 21, 1, 1000, 0.267494, 0, 0.00421766, 0.243845, 0.213921, -1
2, 9600, 25, 1, 1000, 0.509625, 0, 0.0155796, 0.397507, 0.331883, -1
2, 9600, 17, 1, 1000, 0.239701, 0, 0.0073884, 0.233622, 0.205148, -1
2, 9600, 15, 1, 1000, 0.526464, 0, 0.00799716, 0.426896, 0.34252, -1
2, 9600, 18, 1, 1000, 0.416555, 0, 0.00860009, 0.339317, 0.270902, -1
2, 9600, 17, 1, 1000, 0.465843, 0, 0.0107396, 0.384218, 0.312083, -1
2, 9600, 18, 1, 1000, 0.350781, 0, 0.0123093, 0.310247, 0.244519, -1
2, 9600, 16, 1, 1000, 0.609423, 0, 0.0119587, 0.516046, 0.340228, -1
2, 9600, 15, 1, 1000, 0.373892, 0, 0.00825008, 0.321065, 0.279598, -1
2, 9600, 15, 1, 1000, 0.574558, 0, 0.0123415, 0.490052, 0.350044, -1
2, 9600, 19, 1, 1000, 0.321451, 0, 0.00844077, 0.304897, 0.238123, -1
2, 9600, 15, 1, 1000, 0.22439, 0, 0.00616636, 0.223603, 0.191879, -1
2, 9600, 19, 1, 1000, 0.368702, 0, 0.00673525, 0.297737, 0.295052, -1
2, 9600, 18, 1, 1000, 0.269828, 0, 0.00505932, 0.245189, 0.205673, -1
2, 9600, 19, 1, 1000, 0.481492, 0, 0.0117162, 0.392374, 0.328778, -1
2, 9600, 16, 1, 1000, 0.479153, 0, 0.0097139, 0.415009, 0.283358, -1
2, 9600, 21, 1, 1000, 0.39423, 0, 0.0108215, 0.297979, 0.305143, -1
2, 9600, 19, 1, 1000, 0.492346, 0, 0.00856579, 0.437506, 0.31044, -1
2, 9600, 17, 1, 1000, 0.56577, 0, 0.00989974, 0.482584, 0.358327, -1
2, 9600, 17, 1, 1000, 0.327066, 0, 0.00743555, 0.282788, 0.254986, -1
2, 9600, 14, 1, 1000, 0.652448, 0, 0.0179333, 0.568897, 0.349639, -1
2, 9600, 18, 1, 1000, 0.402598, 0, 0.0122116, 0.326982, 0.275251, -1
2, 9600, 15, 1, 1000, 0.438277, 0, 0.00805244, 0.376365, 0.240611, -1
2, 9600, 22, 1, 1000, 0.460811, 0, 0.00907319, 0.408343, 0.305363, -1
2, 9600, 15, 1, 1000, 0.537409, 0, 0.0110454, 0.400028, 0.391648, -1
2, 9600, 23, 1, 10000, 0.114004, 0, 0.0045784, 0.221201, 0.181265, -1
2, 9600, 20, 1, 10000, 0.109366, 0, 0.00403128, 0.219026, 0.184482, -1
2, 9600, 22, 1, 10000, 0.118188, 0, 0.00399864, 0.236457, 0.192018, -1
2, 9600, 20, 1, 10000, 0.117971, 0, 0.00441883, 0.221268, 0.179426, -1
2, 9600, 24, 1, 10000, 0.141673, 0, 0.00478696, 0.237771, 0.183544, -1
2, 9600, 19, 1, 10000, 0.123482, 0, 0.00458824, 0.239849, 0.19225, -1
2, 9600, 18, 1, 10000, 0.11169, 0, 0.00454278, 0.240166, 0.186385, -1
2, 9600, 23, 1, 10000, 0.186903, 0, 0.00593703, 0.26365, 0.204494, -1
2, 9600, 29, 1, 10000, 0.120715, 0, 0.00629663, 0.247756, 0.161854, -1
2, 9600, 18, 1, 10000, 0.153104, 0, 0.00587442, 0.243629, 0.170792, -1
2, 9600, 22, 1, 10000, 0.124789, 0, 0.00602876, 0.256349, 0.1721, -1
2, 9600, 22, 1, 10000, 0.126715, 0, 0.00600026, 0.232975, 0.178915, -1
2, 9600, 26, 1, 10000, 0.160628, 0, 0.0052631, 0.254136, 0.186978, -1
2, 9600, 28, 1, 10000, 0.154873, 0, 0.00655267, 0.244235, 0.17373, -1
2, 9600, 20, 1, 10000, 0.118652, 0, 0.0052999, 0.229647, 0.168154, -1
2, 9600, 22, 1, 10000, 0.168701, 0, 0.00613319, 0.249684, 0.194218, -1
2, 9600, 23, 1, 10000, 0.207732, 0, 0.00775656, 0.256293, 0.22563, -1
2, 9600, 19, 1, 10000, 0.118908, 0, 0.0043492, 0.230951, 0.19559, -1
2, 9600, 23, 1, 10000, 0.167572, 0, 0.00448679, 0.234361, 0.193146, -1
2, 9600, 19, 1, 10000, 0.218437, 0, 0.00830534, 0.266193, 0.201554, -1
2, 9600, 21, 1, 10000, 0.298166, 0, 0.00718168, 0.328048, 0.222857, -1
2, 9600, 22, 1, 10000, 0.211236, 0, 0.00608946, 0.267916, 0.171819, -1
2, 9600, 26, 1, 10000, 0.187687, 0, 0.00671323, 0.257115, 0.194054, -1
2, 9600, 20, 1, 10000, 0.206569, 0, 0.00760318, 0.257208, 0.20939, -1
2, 9600, 23, 1, 10000, 0.111371, 0, 0.00500285, 0.200601, 0.160217, -1
2, 9600, 18, 1, 10000, 0.151827, 0, 0.00449718, 0.23678, 0.196698, -1
2, 9600, 25, 1, 10000, 0.150032, 0, 0.00575365, 0.232496, 0.18451, -1
2, 9600, 23, 1, 10000, 0.225783, 0, 0.00635024, 0.279443, 0.187983, -1
2, 9600, 22, 1, 10000, 0.156989, 0, 0.00547911, 0.255381, 0.188933, -1
